contents,quarter,value,shortname
Index of average monthly earnings,2021K4,112.5,"Repair, installation of machinery"
Index of average monthly earnings,2022K1,114.3,"Repair, installation of machinery"
Index of average monthly earnings,2022K2,118.4,"Repair, installation of machinery"
Index of average monthly earnings,2022K3,115.4,"Repair, installation of machinery"
Index of average monthly earnings,2022K4,119,"Repair, installation of machinery"
Number of employees,2016K1,15486,"Electricity, gas and steam"
Number of employees,2016K2,15632,"Electricity, gas and steam"
Number of employees,2016K3,16316,"Electricity, gas and steam"
Number of employees,2016K4,16010,"Electricity, gas and steam"
Number of employees,2017K1,15885,"Electricity, gas and steam"
Number of employees,2017K2,15725,"Electricity, gas and steam"
Number of employees,2017K3,16235,"Electricity, gas and steam"
Number of employees,2017K4,15842,"Electricity, gas and steam"
Number of employees,2018K1,15676,"Electricity, gas and steam"
Number of employees,2018K2,15645,"Electricity, gas and steam"
Number of employees,2018K3,16267,"Electricity, gas and steam"
Number of employees,2018K4,15833,"Electricity, gas and steam"
Number of employees,2019K1,15810,"Electricity, gas and steam"
Number of employees,2019K2,15838,"Electricity, gas and steam"
Number of employees,2019K3,16552,"Electricity, gas and steam"
Number of employees,2019K4,16183,"Electricity, gas and steam"
Number of employees,2020K1,16030,"Electricity, gas and steam"
Number of employees,2020K2,16102,"Electricity, gas and steam"
Number of employees,2020K3,16706,"Electricity, gas and steam"
Number of employees,2020K4,16471,"Electricity, gas and steam"
Number of employees,2021K1,16334,"Electricity, gas and steam"
Number of employees,2021K2,16510,"Electricity, gas and steam"
Number of employees,2021K3,17091,"Electricity, gas and steam"
Number of employees,2021K4,16937,"Electricity, gas and steam"
Number of employees,2022K1,16818,"Electricity, gas and steam"
Number of employees,2022K2,16954,"Electricity, gas and steam"
Number of employees,2022K3,17570,"Electricity, gas and steam"
Number of employees,2022K4,17603,"Electricity, gas and steam"
Number of jobs (employments),2016K1,15721,"Electricity, gas and steam"
Number of jobs (employments),2016K2,15884,"Electricity, gas and steam"
Number of jobs (employments),2016K3,16567,"Electricity, gas and steam"
Number of jobs (employments),2016K4,16277,"Electricity, gas and steam"
Number of jobs (employments),2017K1,16102,"Electricity, gas and steam"
Number of jobs (employments),2017K2,15984,"Electricity, gas and steam"
Number of jobs (employments),2017K3,16519,"Electricity, gas and steam"
Number of jobs (employments),2017K4,16088,"Electricity, gas and steam"
Number of jobs (employments),2018K1,15901,"Electricity, gas and steam"
Number of jobs (employments),2018K2,15876,"Electricity, gas and steam"
Number of jobs (employments),2018K3,16513,"Electricity, gas and steam"
Number of jobs (employments),2018K4,16061,"Electricity, gas and steam"
Number of jobs (employments),2019K1,16023,"Electricity, gas and steam"
Number of jobs (employments),2019K2,16067,"Electricity, gas and steam"
Number of jobs (employments),2019K3,16819,"Electricity, gas and steam"
Number of jobs (employments),2019K4,16437,"Electricity, gas and steam"
Number of jobs (employments),2020K1,16247,"Electricity, gas and steam"
Number of jobs (employments),2020K2,16311,"Electricity, gas and steam"
Number of jobs (employments),2020K3,16929,"Electricity, gas and steam"
Number of jobs (employments),2020K4,16685,"Electricity, gas and steam"
Number of jobs (employments),2021K1,16542,"Electricity, gas and steam"
Number of jobs (employments),2021K2,16715,"Electricity, gas and steam"
Number of jobs (employments),2021K3,17333,"Electricity, gas and steam"
Number of jobs (employments),2021K4,17185,"Electricity, gas and steam"
Number of jobs (employments),2022K1,17009,"Electricity, gas and steam"
Number of jobs (employments),2022K2,17178,"Electricity, gas and steam"
Number of jobs (employments),2022K3,17788,"Electricity, gas and steam"
Number of jobs (employments),2022K4,17892,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2016K1,52780,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2016K2,52810,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2016K3,52140,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2016K4,53590,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2017K1,54060,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2017K2,54120,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2017K3,54050,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2017K4,55420,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2018K1,55820,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2018K2,55830,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2018K3,55330,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2018K4,57220,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2019K1,57530,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2019K2,57870,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2019K3,57880,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2019K4,59720,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2020K1,60200,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2020K2,60460,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2020K3,59450,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2020K4,60370,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2021K1,62070,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2021K2,62070,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2021K3,62190,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2021K4,63850,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2022K1,63930,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2022K2,64550,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2022K3,64200,"Electricity, gas and steam"
Average monthly basic earnings (NOK),2022K4,66840,"Electricity, gas and steam"
Average monthly earnings (NOK),2016K1,55090,"Electricity, gas and steam"
Average monthly earnings (NOK),2016K2,54780,"Electricity, gas and steam"
Average monthly earnings (NOK),2016K3,53170,"Electricity, gas and steam"
Average monthly earnings (NOK),2016K4,54800,"Electricity, gas and steam"
Average monthly earnings (NOK),2017K1,56470,"Electricity, gas and steam"
Average monthly earnings (NOK),2017K2,62510,"Electricity, gas and steam"
Average monthly earnings (NOK),2017K3,55170,"Electricity, gas and steam"
Average monthly earnings (NOK),2017K4,56980,"Electricity, gas and steam"
Average monthly earnings (NOK),2018K1,58290,"Electricity, gas and steam"
Average monthly earnings (NOK),2018K2,58410,"Electricity, gas and steam"
Average monthly earnings (NOK),2018K3,56590,"Electricity, gas and steam"
Average monthly earnings (NOK),2018K4,59000,"Electricity, gas and steam"
Average monthly earnings (NOK),2019K1,60330,"Electricity, gas and steam"
Average monthly earnings (NOK),2019K2,60420,"Electricity, gas and steam"
Average monthly earnings (NOK),2019K3,59180,"Electricity, gas and steam"
Average monthly earnings (NOK),2019K4,61550,"Electricity, gas and steam"
Average monthly earnings (NOK),2020K1,62440,"Electricity, gas and steam"
Average monthly earnings (NOK),2020K2,63600,"Electricity, gas and steam"
Average monthly earnings (NOK),2020K3,60870,"Electricity, gas and steam"
Average monthly earnings (NOK),2020K4,62170,"Electricity, gas and steam"
Average monthly earnings (NOK),2021K1,66670,"Electricity, gas and steam"
Average monthly earnings (NOK),2021K2,64820,"Electricity, gas and steam"
Average monthly earnings (NOK),2021K3,63510,"Electricity, gas and steam"
Average monthly earnings (NOK),2021K4,65410,"Electricity, gas and steam"
Average monthly earnings (NOK),2022K1,67590,"Electricity, gas and steam"
Average monthly earnings (NOK),2022K2,67600,"Electricity, gas and steam"
Average monthly earnings (NOK),2022K3,65530,"Electricity, gas and steam"
Average monthly earnings (NOK),2022K4,68450,"Electricity, gas and steam"
Index of average monthly basic earnings,2016K1,100,"Electricity, gas and steam"
Index of average monthly basic earnings,2016K2,100.1,"Electricity, gas and steam"
Index of average monthly basic earnings,2016K3,98.8,"Electricity, gas and steam"
Index of average monthly basic earnings,2016K4,101.5,"Electricity, gas and steam"
Index of average monthly basic earnings,2017K1,102.4,"Electricity, gas and steam"
Index of average monthly basic earnings,2017K2,102.5,"Electricity, gas and steam"
Index of average monthly basic earnings,2017K3,102.4,"Electricity, gas and steam"
Index of average monthly basic earnings,2017K4,105,"Electricity, gas and steam"
Index of average monthly basic earnings,2018K1,105.8,"Electricity, gas and steam"
Index of average monthly basic earnings,2018K2,105.8,"Electricity, gas and steam"
Index of average monthly basic earnings,2018K3,104.8,"Electricity, gas and steam"
Index of average monthly basic earnings,2018K4,108.4,"Electricity, gas and steam"
Index of average monthly basic earnings,2019K1,109,"Electricity, gas and steam"
Index of average monthly basic earnings,2019K2,109.6,"Electricity, gas and steam"
Index of average monthly basic earnings,2019K3,109.7,"Electricity, gas and steam"
Index of average monthly basic earnings,2019K4,113.1,"Electricity, gas and steam"
Index of average monthly basic earnings,2020K1,114.1,"Electricity, gas and steam"
Index of average monthly basic earnings,2020K2,114.6,"Electricity, gas and steam"
Index of average monthly basic earnings,2020K3,112.6,"Electricity, gas and steam"
Index of average monthly basic earnings,2020K4,114.4,"Electricity, gas and steam"
Index of average monthly basic earnings,2021K1,117.6,"Electricity, gas and steam"
Index of average monthly basic earnings,2021K2,117.6,"Electricity, gas and steam"
Index of average monthly basic earnings,2021K3,117.8,"Electricity, gas and steam"
Index of average monthly basic earnings,2021K4,121,"Electricity, gas and steam"
Index of average monthly basic earnings,2022K1,121.1,"Electricity, gas and steam"
Index of average monthly basic earnings,2022K2,122.3,"Electricity, gas and steam"
Index of average monthly basic earnings,2022K3,121.6,"Electricity, gas and steam"
Index of average monthly basic earnings,2022K4,126.6,"Electricity, gas and steam"
Index of average monthly earnings,2016K1,100,"Electricity, gas and steam"
Index of average monthly earnings,2016K2,99.4,"Electricity, gas and steam"
Index of average monthly earnings,2016K3,96.5,"Electricity, gas and steam"
Index of average monthly earnings,2016K4,99.5,"Electricity, gas and steam"
Index of average monthly earnings,2017K1,102.5,"Electricity, gas and steam"
Index of average monthly earnings,2017K2,113.5,"Electricity, gas and steam"
Index of average monthly earnings,2017K3,100.1,"Electricity, gas and steam"
Index of average monthly earnings,2017K4,103.4,"Electricity, gas and steam"
Index of average monthly earnings,2018K1,105.8,"Electricity, gas and steam"
Index of average monthly earnings,2018K2,106,"Electricity, gas and steam"
Index of average monthly earnings,2018K3,102.7,"Electricity, gas and steam"
Index of average monthly earnings,2018K4,107.1,"Electricity, gas and steam"
Index of average monthly earnings,2019K1,109.5,"Electricity, gas and steam"
Index of average monthly earnings,2019K2,109.7,"Electricity, gas and steam"
Index of average monthly earnings,2019K3,107.4,"Electricity, gas and steam"
Index of average monthly earnings,2019K4,111.7,"Electricity, gas and steam"
Index of average monthly earnings,2020K1,113.3,"Electricity, gas and steam"
Index of average monthly earnings,2020K2,115.4,"Electricity, gas and steam"
Index of average monthly earnings,2020K3,110.5,"Electricity, gas and steam"
Index of average monthly earnings,2020K4,112.9,"Electricity, gas and steam"
